ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-06-04T00:00:00.000+0000,10.484478316402486,3.4617129847063706,16.459314467957824,10.484478316402486,10.484478316402486,-0.3783614198839101,-0.3783614198839101,-0.3783614198839101,-1.405687163018588,-1.405687163018588,-1.405687163018588,1.027325743134678,1.027325743134678,1.027325743134678,0,0,0,10.106116896518575
2017-06-05T00:00:00.000+0000,10.489084604572232,5.1589386575011265,18.12842749590991,10.489084604572232,10.489084604572232,0.9759092398343199,0.9759092398343199,0.9759092398343199,-0.12293622205779954,-0.12293622205779954,-0.12293622205779954,1.0988454618921195,1.0988454618921195,1.0988454618921195,0,0,0,11.464993844406552
2017-06-06T00:00:00.000+0000,10.493690892741977,5.74949938625703,19.04604456132381,10.493690892741977,10.493690892741977,1.7999667660548584,1.7999667660548584,1.7999667660548584,0.6431158180455955,0.6431158180455955,0.6431158180455955,1.1568509480092628,1.1568509480092628,1.1568509480092628,0,0,0,12.293657658796835
2017-06-07T00:00:00.000+0000,10.49829718091171,6.1684211361810375,19.210907708588568,10.49829718091171,10.49829718091171,2.1532031152584774,2.1532031152584774,2.1532031152584774,0.9534895139947557,0.9534895139947557,0.9534895139947557,1.1997136012637217,1.1997136012637217,1.1997136012637217,0,0,0,12.651500296170187
2017-06-08T00:00:00.000+0000,10.502903469081456,6.855265019555933,19.768848590193087,10.502903469081456,10.502903469081456,2.432498654007685,2.432498654007685,2.432498654007685,1.2064090999998163,1.2064090999998163,1.2064090999998163,1.226089554007869,1.226089554007869,1.226089554007869,0,0,0,12.93540212308914
2017-06-09T00:00:00.000+0000,10.507509757251203,5.697012729197452,18.4957600728025,10.507509757251203,10.507509757251203,1.5933518114706395,1.5933518114706395,1.5933518114706395,0.35839808502000575,0.35839808502000575,0.35839808502000575,1.2349537264506336,1.2349537264506336,1.2349537264506336,0,0,0,12.100861568721843
2017-06-10T00:00:00.000+0000,10.512116045420933,3.74911319350143,16.881764043200725,10.512116045420933,10.512116045420933,-0.40716258838358077,-0.40716258838358077,-0.40716258838358077,-1.6327891319844605,-1.6327891319844605,-1.6327891319844605,1.22562654360088,1.22562654360088,1.22562654360088,0,0,0,10.104953457037352
2017-06-11T00:00:00.000+0000,10.51672233359068,3.3578718488989034,17.334363508593217,10.51672233359068,10.51672233359068,-0.20789451468587347,-0.20789451468587347,-0.20789451468587347,-1.4056871630197594,-1.4056871630197594,-1.4056871630197594,1.1977926483338859,1.1977926483338859,1.1977926483338859,0,0,0,10.308827818904806
2017-06-12T00:00:00.000+0000,10.521328621760427,4.741280175783371,18.22068035221182,10.521328621760427,10.521328621760427,1.0285749257398424,1.0285749257398424,1.0285749257398424,-0.12293622205672669,-0.12293622205672669,-0.12293622205672669,1.1515111477965692,1.1515111477965692,1.1515111477965692,0,0,0,11.54990354750027
2017-06-13T00:00:00.000+0000,10.525934909930157,5.335685653648661,18.489006584290212,10.525934909930157,10.525934909930157,1.7303329623539387,1.7303329623539387,1.7303329623539387,0.6431158180463666,0.6431158180463666,0.6431158180463666,1.087217144307572,1.087217144307572,1.087217144307572,0,0,0,12.256267872284097
